id,lat,lon,color,description
cfbd1789-5086-4dd2-a0a7-f1cc72e24681,49.714187,27.364481,Blue,
da46d1ce-d4ba-4cc5-a79a-c4987dd102b6,54.633549,30.993230,Blue,
1e51f912-8618-451a-8454-05f532c541d1,53.359380,31.911548,Blue,
68526c91-8fd3-4376-a2bc-1613194d83e6,52.479743,29.727685,Blue,
6ecf7174-839c-4181-8cd0-ea7384cb6224,52.829174,33.873855,Blue,
8de4f99e-ac51-4fd3-89db-a64f2b5a7f63,56.136625,38.899938,Blue,
0fb8bf16-c5eb-4325-b511-e559e8261dd0,57.956942,37.375188,Blue,
25694689-3bb4-4adc-9df7-5ecf91beb31b,57.672994,37.306025,Blue,
e7a0d648-1bc2-4677-8a5d-4404c871a8c8,55.549668,38.044623,Blue,
3e6e5817-a8de-4c1c-a608-a55653c78cb7,48.695547,27.803932,Blue,
c6bc5f85-00c4-44df-9131-53f89ce26df8,50.817936,33.811044,Blue,
c36ba73f-86c3-4999-b55e-38b3f57dfb8c,49.827689,32.988565,Blue,
88104b80-362c-4f08-8a73-6044cb0c9970,51.755927,39.278495,Blue,
a54d09a9-7a3c-4a52-8168-69c93fd70309,50.332298,29.317130,Blue,
bc2841f3-fe7d-467d-b885-40c98a0c6bb1,52.349661,33.716565,Blue,
510a4fe0-6b23-4d1f-985e-ded1e3e098e9,49.149884,28.633007,Blue,
4160ad43-50fa-46af-8062-812fff0696a7,57.717099,40.555513,Blue,
06c7fabe-20d8-4204-9e7a-03b683b003bb,49.631043,34.168421,Blue,
8819ecc8-7cb3-4b75-9460-28fa9c6ed6c8,53.886127,38.869475,Blue,
4e8ca532-13d7-4444-a7b1-b224bddb1c9f,52.046805,31.784074,Blue,
e8490317-0be8-4dbc-bd24-2c33b795cfaa,54.023799,37.844390,Blue,
11118f56-7b80-4852-8036-927e3dcb30cd,55.722818,34.170132,Blue,
7aab74de-f159-4a2c-b003-3283369a9328,57.234647,40.807601,Blue,
58a12d44-5dbb-4973-b2c2-acbc43886dcc,49.065167,37.580024,Blue,
d61b10d2-0320-4785-ae02-85fb55a7a210,49.514327,31.991890,Blue,
57575c81-f927-400d-9062-219e8642bac3,54.330267,29.764606,Blue,
30ef8db2-7d45-4136-acc4-9854771ada74,56.443309,38.595511,Blue,
4e236bff-df3a-4cc6-b6fb-fc5035f0c0a9,57.720797,31.481122,Blue,
96ec54b3-2a46-4399-9e7d-d62eeed4145e,57.137613,28.082886,Blue,
0f6e357c-a8e3-477c-adef-41f32dc05781,50.307283,32.980762,Blue,
bc986b7e-a530-40ef-9b30-ac2060349af4,55.151023,28.304713,Blue,
81ce4545-3c08-417c-820e-8cd9d62bbb34,51.828427,38.367947,Blue,
27146335-15d4-428f-b62f-547dfde56bc0,50.876920,36.356055,Blue,
4ed94baa-3a06-4a3c-84e3-80bbbfbe582e,52.304305,37.478329,Blue,
c605f116-f29d-4702-b288-da016d81449b,56.577231,28.717635,Blue,
1c5eeb0f-bef3-45cf-8fa8-ae1a160a2b60,51.541784,41.002006,Blue,
8ca9bb89-36b5-4b88-a4a1-f2dffd959e13,50.046890,41.200082,Blue,
69bab4ea-4b30-435b-80c6-be0654b037a7,54.164814,32.086852,Blue,
838d936f-2e5c-47fa-b77e-b28c1c784aa7,50.849867,39.854205,Blue,
6f8b5e65-3aea-4106-af9a-c3fa2a7bcc8f,56.552851,37.453327,Blue,
f6909bde-41d8-4638-b562-de4db59b203f,53.581489,31.703086,Blue,
586fe06b-ca23-4518-af11-f4723fa2f1a8,58.003788,34.782611,Blue,
b6e00c8a-d2a9-406c-87b0-e199882b664c,53.550826,30.881693,Blue,
e9fa5d8e-9602-4858-918e-f7f13bddbc55,50.867504,37.066086,Blue,
d552d953-0fbf-4773-9541-ea2f68f0379c,50.885712,33.620337,Blue,
105f95a5-1d07-415a-932b-83fa1a2ade63,50.058774,27.318542,Blue,
48ee4fb9-4736-48e6-85c1-54782fbb6378,55.809018,38.004399,Blue,
f2057524-7c12-419b-afe4-6afb7908e6c5,55.142117,27.806247,Blue,
9637032c-ff7e-49e8-976e-a45a9251a92a,55.075944,36.917256,Green,
d2aad652-88e4-4158-9f48-a4f4f2e9bd13,49.437220,41.287902,Blue,
3da9b096-b75b-4fbe-81d5-ba9dd366d369,54.726006,29.176633,Blue,
69b98817-3f69-40c4-88f9-1a093059711d,54.627303,30.474576,Blue,
94877c27-3ea6-404f-8a0e-dc3e2c884fcf,56.531619,28.735136,Blue,
9152c4dc-64e0-4cc4-8c78-c47135030dc9,52.593425,29.410773,Blue,
0d30d0e1-8326-4e56-bb84-3160dd002c1a,52.182049,40.268791,Blue,
409c8537-a3a3-466f-840f-ba7bc57331cc,52.066438,30.209783,Blue,
c3e22b42-be56-460c-8bda-89a4839a9c46,50.198186,35.168550,Blue,
2730e516-0bf6-4a93-a968-eb1127d7f178,49.587115,36.802857,Blue,
9b3e4bd0-819a-481d-afc2-7d43764f261b,51.384096,29.751603,Blue,
b1c9a1f0-2624-4c7f-8296-44a2ad04587f,51.805741,36.681189,Blue,
2123f846-720c-4ba2-a007-f262a250dbe7,50.065449,37.240775,Blue,
2831705b-852f-4f1e-ac58-1726b113264e,53.208251,36.944898,Blue,
e5571dab-d710-4036-8526-2d6a0e0eeb8c,52.775242,27.616581,Blue,
4b739d6d-a5a4-4cc0-879d-2f24deca63f3,52.627498,32.080307,Blue,
6d336aaf-7e09-4bf0-a265-cffebf162f8a,56.451446,32.034626,Blue,
9b684af2-61eb-448f-99a9-26b3e37ec6c0,55.262145,28.340869,Blue,
1309772b-8a74-4d8f-8a1a-6a24f504052b,55.148449,28.496137,Blue,
1ff8bb5d-0868-4f9f-8ee1-5aec7a530485,54.954970,30.376444,Blue,
724414d1-4362-4623-a338-d577b74f240c,53.471075,36.919258,Blue,
843d7453-27ac-4b10-9037-a52bac2fc156,57.535102,33.245618,Blue,
8db4ae75-fc20-43fe-81e1-2a10460daefc,51.517567,29.362185,Blue,
22bd19b7-79e3-4103-b104-cd51be127b88,51.326733,33.588480,Blue,
1dfd4ec5-aef7-4f17-b2fa-41bd79079301,50.798301,34.992234,Blue,
3063c899-6833-4904-8ba0-39d644671af4,53.690465,31.807944,Blue,
1de4b43c-418b-4596-95e7-661c138c529c,54.366675,30.403913,Blue,
be3bf5d7-b59a-495d-8325-43a2ca5db7a8,51.321388,34.944237,Blue,
