id,lat,lon,color,description
41ba432f-5f89-49dc-9cd1-fc497515ea04,48.249240,27.347673,Blue,
a30b5690-6c00-435f-b294-b67180460fa2,48.315852,27.475527,Blue,
2db0c5f3-0d91-49f7-9d7d-fbd1b4613ecd,49.059211,27.662927,Blue,
89b22cc5-1d62-4ab4-977c-70b2a8195bfb,48.909504,27.903798,Blue,
f3b5ed76-b30d-46f7-8b8c-3d01309a69c5,48.321241,28.423602,Blue,
d83de7e7-7ea5-4906-a5b5-2ba7eb0f9b2d,48.703016,27.996228,Blue,
fa2fcd60-ae2a-419b-be7a-fbfe64313fae,48.981447,28.469291,Blue,
77eb92fa-26b2-4b7d-b4a3-d1b5579576bd,49.122445,27.521950,Blue,
fb67a99d-1474-49ba-a31a-8fc92b7520d5,49.455437,27.360358,Blue,
5672b9b9-3dcc-436f-8773-6544f52cdb05,49.471343,27.450622,Blue,
2629d391-d752-4f8a-8829-d6fa87406a23,49.632056,27.266732,Blue,
654e247c-922d-4e66-a7ba-a1a1b5dcca61,49.245663,27.836164,Blue,
157a4297-c20a-4eec-8b3a-395c089b4029,49.180806,28.075203,Blue,
f2d0bb8d-86c3-45a9-8833-87b89c498e85,49.432303,28.041958,Blue,
a66c5426-fbf2-441c-802c-535ebe56a112,49.530896,27.957623,Blue,
3d57e7c1-5dfa-44d8-8870-a6d55a87de76,49.055035,28.490568,Blue,
5b4a3565-cc20-4ba3-8af4-e8edd6667685,48.574316,28.983556,Blue,
1bc6a62d-6f52-4deb-960a-bcad524c5a62,48.577250,28.936663,Blue,
7a0912f4-9281-47d1-be30-42e336ce38ba,48.654469,29.056738,Blue,
b6a2e406-d6fb-4011-bae4-59e861f133bd,48.643941,29.678784,Blue,
cacb5ea4-f987-4d83-9cb6-bc31e111da32,48.332932,30.261538,Blue,
37956c91-e489-44f7-b5f9-b240c40ff578,48.338677,30.035960,Blue,
9ec70063-ed60-48d8-92c5-e0e97102048a,48.489017,30.294191,Green,
e77f360d-7dde-4020-8e4b-7bfd7cfadfa1,48.662677,29.923067,Blue,
05a16c60-8dc9-4273-b70a-cd3625639cf5,48.688899,29.124342,Blue,
e89ec9c2-9bdc-4d8d-b099-8b7553daa7cb,49.258917,28.999489,Blue,
eb1bafae-3bd2-4318-a697-33e751093d63,49.641684,28.731363,Blue,
e9d534c2-2de4-4381-a9b1-8ee075f63b61,48.784881,29.937662,Blue,
9c2e506c-e3a1-4cd6-be37-6e94423186c7,49.003182,30.338041,Blue,
fb0b82d4-e1db-41a3-ae32-9c9ad1949298,49.442111,30.167780,Blue,
3ded1b56-835f-4945-aa58-4786096eb38b,49.627189,29.986496,Blue,
df5e3166-3e14-42a9-a091-a5260db4b202,49.671696,30.293395,Blue,
1f5baf8d-b3f8-4f1f-83f4-aa1ec7961f12,49.776786,28.365242,Blue,
810ac59c-b7ea-4778-af21-67f58e2243e9,49.965418,27.912136,Blue,
c018f20e-a997-45e7-b536-d2f46f9a69d5,50.267336,28.070391,Blue,
b9a48368-b871-48bd-aa76-660e4e37ad36,49.724868,28.470747,Blue,
2721e387-021e-490c-ae42-3cda4e2f6799,49.796756,28.574210,Blue,
50fb1ac8-edcc-4a1a-9088-dd093ce830a3,49.945635,28.750558,Blue,
bf3c4669-ef21-49a1-ad00-a634d5031e66,50.158338,28.495865,Blue,
342449ea-f560-4682-8186-028eb9aa643f,50.293191,28.492989,Blue,
599e4ba7-0551-4f0e-b149-695f32788bc5,50.311580,27.795399,Blue,
10e4cccd-1960-4177-a51c-761cf6fb9f83,50.356011,27.760607,Blue,
ef122338-0911-4760-8188-749b77c5933c,50.514361,27.413979,Blue,
f077815e-267d-4fde-984d-d0642ca9a288,50.468746,28.356975,Blue,
71ecd4bd-824f-43d7-80b3-8433cf7a41e4,50.378473,28.594806,Blue,
52708f31-6e48-41c1-81d7-f6cdcb751b7d,50.458049,28.863732,Blue,
34dc46b2-2586-4e98-a199-4cd63e63ca85,50.601811,28.418027,Blue,
55822b04-d071-4709-bf5f-7ccb6550b1ec,50.511402,28.942636,Blue,
cbbda67a-8fbb-4053-8d56-a2cfcfc2fcfe,49.764523,28.986629,Blue,
ba89d9c5-b690-471f-ab77-136cd7910830,49.895278,29.487648,Blue,
eae6bd19-88f0-44db-aa72-472710e0d65a,50.078727,29.444055,Blue,
9103d24f-1033-4049-aefb-16b4562717e9,49.687829,29.591579,Blue,
347bd717-4e8b-4e43-849b-981d52f6b038,49.689320,29.934472,Blue,
87cdc8d5-f3d9-49c6-9b97-17ef5a75da59,49.743668,30.080398,Blue,
0e3651ab-28cf-4741-b8ec-260fef13d549,50.230944,29.895077,Blue,
2a720a05-aa12-48f4-8e7a-63016b09ba4d,50.232803,29.608479,Blue,
9876eb0e-8526-4865-b9ab-afbd22eb4558,50.241807,29.173257,Blue,
c500dd3a-518a-4c70-a51f-d7dd2ab530f1,50.353805,30.033242,Blue,
cca2ff73-fd41-40e0-9329-ad44973a969c,50.376756,28.948974,Blue,
dc80e56c-b9aa-43ea-8f17-d275fdc3e20f,50.435839,30.265519,Blue,
43a6b57d-f80f-4f53-8c4f-b748d8e0c048,50.502628,30.375135,Blue,
ae5deefc-659d-465d-af21-ef9b71e3e547,50.682726,30.273014,Blue,
12c71429-3b1b-44a5-b995-31a0f60e3cc6,49.010445,30.552016,Green,
60cdbb66-3bc0-47c0-900e-b91c7cb6e46d,48.319479,30.915150,Green,
f9ed24c0-e66b-45c0-b8fb-06111421467b,48.623787,30.850266,Red,
aa448525-091b-48be-9ab3-85bde19961c6,48.667916,30.849498,Green,
6639e23a-0f56-4d8f-9510-eead202d00db,48.433704,30.980780,Green,
1a9322f2-0b5f-4285-a34b-c8b9ce819332,48.483238,31.987089,Blue,
dae820f0-b29b-452c-ad4c-dadf00200742,48.585743,31.467113,Green,
ce87dce9-741e-421f-9206-9bafed4b6f2f,48.655805,31.222351,Green,
dbdd2e47-7b46-4759-80d8-f97f834b0f76,48.753506,32.102181,Blue,
c08a9e43-cdb8-444c-a20c-133e6bec5ebf,48.914216,30.857024,Green,
4d8de96d-39b1-43ac-8737-2a0c086ca05b,49.217504,31.092978,Blue,
a00d7e7f-c6c4-492b-8818-25ccd580cf4a,49.361355,31.134743,Blue,
6878a7de-3ad2-46f9-a043-1fc6c6739956,48.940115,31.188074,Green,
0d6708b3-c9ab-4f6e-9442-0c0f75049a25,48.857758,32.552476,Blue,
41bec0dc-f2f3-4de6-a7a9-413e85a34f95,49.381206,31.494876,Blue,
76785ede-15c1-46a4-8334-1283a7396e62,49.445386,32.050569,Blue,
2f50a2b0-4eba-4f38-91a4-08dd345588c8,48.587460,32.671878,Blue,
8b8f2b7f-8e55-4dcc-b62f-913efc43b731,48.385974,32.783075,Blue,
da20b2b5-78a2-4207-98b7-2c2ed26dcf44,48.552636,32.715929,Blue,
7fb951f3-e265-410d-a5dc-1cffeba45751,48.694604,32.789993,Blue,
a1a60c1c-6b11-4fa0-aa4e-9f51efbaefb8,48.651093,32.887039,Blue,
7a548d17-1edd-4f0e-869c-51eb1c484446,48.380437,33.544492,Blue,
c9f0692f-f623-44cf-8d6f-696f57f2f41e,48.451616,33.170740,Blue,
5ed3cc3f-6bc6-455b-91e8-6a783f445e6f,48.616385,33.670874,Blue,
732b5a08-c55f-43d1-9c87-2fbb099c6059,48.748777,33.186631,Blue,
099cdeb1-469e-49ac-93c5-9f10e930decb,48.816959,33.523074,Blue,
35c49907-8ce0-43f5-b20b-4af9eb5a1bc7,48.982845,33.756910,Blue,
b299d121-e9d3-410b-80d5-6e14aa0b20d7,49.328665,32.728874,Blue,
4a7db6a3-5846-4afd-87a7-70a7caba6662,49.006516,34.056153,Blue,
b5080b69-87eb-4a67-8395-3dd0d8490ac8,48.958049,34.360757,Blue,
f449b2aa-c73b-4fcb-b1ee-ad0c12df0029,49.174455,34.438483,Blue,
fb31574b-46af-45cc-a47c-bdb33d6f3d15,49.414556,34.354412,Blue,
0f2d38f5-6670-4d21-9a28-903df84dd18c,49.468716,31.483995,Blue,
66667c0e-f108-4c54-b0ed-e32cfc6fb1bb,49.617608,31.162492,Blue,
747d4933-be52-4904-a450-a4dc1bf49614,49.917047,30.562205,Blue,
1ecdf777-9137-4af9-8940-cf9fd9ed2fa4,49.955112,32.103297,Blue,
194f707c-7556-4ee2-b3da-2fe7d659367c,50.178136,32.452162,Blue,
a635ba5f-6b6f-4821-bdc5-a5b901ff3d3b,49.643689,32.486845,Blue,
7f62131e-e8e6-4b5c-9e19-22425698c4f9,50.218031,32.727860,Blue,
0af4d128-b110-4acc-b7e7-28be9eec71bd,50.265944,32.540370,Blue,
